,Unnamed: 0,GPS經度,GPS緯度,發生縣市名稱,肇因研判子類別名稱-主要,速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,risk
1866,2094,120.202535,22.990802,臺南市中西區忠義路段號友愛街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1867,2095,120.202535,22.990802,臺南市中西區忠義路2段號友愛街,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1868,2097,120.202535,22.990802,臺南市中西區友愛街段號忠義路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1869,2098,120.202535,22.990802,臺南市中西區忠義路段南側友愛街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1870,2099,120.202535,22.990802,臺南市中西區忠義路段附近友愛街,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1871,2100,120.202535,22.990802,臺南市中西區忠義路段號友愛街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1872,2101,120.202535,22.990802,臺南市中西區忠義路2段友愛街口巷弄號,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1873,2102,120.202535,22.990802,臺南市中西區忠義路段友愛街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1874,2104,120.202535,22.990802,臺南市中西區忠義路2段西側友愛街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1875,2105,120.202535,22.990802,臺南市中西區忠義路段北側友愛街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1876,2106,120.202535,22.990802,臺南市中西區忠義路段巷弄號口與友愛街段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1877,2107,120.202535,22.990802,臺南市中西區忠義路段號友愛街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1878,2108,120.202535,22.990802,臺南市中西區忠義路2段東側友愛街,違規超車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1879,2109,120.202535,22.990802,臺南市中西區忠義路段口友愛街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1880,2112,120.202535,22.990802,臺南市中西區忠義路2段友愛街口巷弄號,未依規定讓車,40,交岔路,交叉路口,行車管制號誌,medium
1881,2113,120.202535,22.990802,臺南市中西區忠義路段東側友愛街,搶越行人穿越道,50,交岔路,交叉路口,行車管制號誌,medium
1882,2114,120.202535,22.990802,臺南市中西區忠義路段附近友愛街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1883,2115,120.202535,22.990802,臺南市中西區忠義路段口友愛街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1884,2117,120.202535,22.990802,臺南市中西區永福路段號友愛街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1885,2118,120.202535,22.990802,臺南市中西區忠義路段南側友愛街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1886,2119,120.202535,22.990802,臺南市中西區忠義路段口友愛街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1887,2120,120.202535,22.990802,臺南市中西區忠義路段南側友愛街,未注意車前狀態,50,單路部分,路段,行車管制號誌(附設行人專用號誌),medium
1888,3441,120.203816,22.982603,臺南市中西區南門路段巷弄號東側與五妃街段巷弄口,迴轉未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1889,3442,120.203816,22.982603,臺南市中西區南門路段北側五妃街,未注意車前狀態,50,交岔路,交叉路口,閃光號誌,medium
1890,3443,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,未注意車前狀態,50,單路部分,路段,行車管制號誌(附設行人專用號誌),medium
1891,3444,120.203816,22.982603,臺南市中西區南門路段附近五妃街,未依規定讓車,50,交岔路,交叉路口,閃光號誌,medium
1892,3447,120.203816,22.982603,臺南市中西區南門路段口五妃街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1893,3448,120.203816,22.982603,臺南市中西區南門路段口五妃街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1894,3449,120.203816,22.982603,臺南市中西區南門路段號五妃街,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1895,3450,120.203816,22.982603,臺南市中西區南門路段巷弄號口與五妃街段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1896,3451,120.203816,22.982603,臺南市中西區南門路段口五妃街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1897,3452,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1898,3454,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1899,3456,120.203816,22.982603,臺南市中西區南門路段巷弄號口與五妃街段巷弄口,變換車道或方向不當,50,交岔路,交叉路口,行車管制號誌,medium
1900,3457,120.203816,22.982603,臺南市中西區南門路段口五妃街,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1901,3458,120.203816,22.982603,臺南市中西區南門路段北側五妃街,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
1902,3459,120.203816,22.982603,臺南市中西區南門路段口五妃街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1903,3461,120.203816,22.982603,臺南市中西區南門路段號五妃街,未保持行車安全距離,50,單路部分,路段,無號誌,medium
1904,3463,120.203816,22.982603,臺南市中西區南門路段號五妃街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1905,3467,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1906,3469,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1907,3470,120.203816,22.982603,臺南市中西區南門路段北側五妃街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1908,3471,120.203816,22.982603,臺南市中西區南門路段巷弄號口與五妃街段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1909,3474,120.203816,22.982603,臺南市中西區南門路段南側五妃街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1910,3475,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1911,3476,120.203816,22.982603,臺南市中西區南門路段巷弄號口與五妃街段巷弄口,其他引起事故之違規或不當行為,40,交岔路,交叉路口,行車管制號誌,medium
1912,3477,120.203816,22.982603,臺南市中西區南門路段五妃街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1913,3478,120.203816,22.982603,臺南市中西區南門路段巷弄號附近與五妃街段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1914,3479,120.203816,22.982603,臺南市中西區五妃街段巷弄號北側與南門路段巷弄口,尚未發現肇事因素,50,交岔路,交叉路口,行車管制號誌,medium
1915,3691,120.203884,22.975174,臺南市南區大成路段巷弄號口與國民路段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1916,3692,120.203884,22.975174,臺南市南區大成路段號國民路,其他引起事故之違規或不當行為,50,交岔路,交叉路口,無號誌,medium
1917,3694,120.203884,22.975174,臺南市南區國民路段大成路口巷弄號,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1918,3695,120.203884,22.975174,臺南市南區大成路段巷弄號口與國民路段巷弄口,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1919,3696,120.203884,22.975174,臺南市南區國民路段大成路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1920,3698,120.203884,22.975174,臺南市南區國民路段巷弄號口與大成路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1921,3699,120.203884,22.975174,臺南市南區大成路段口國民路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1922,3700,120.203884,22.975174,臺南市南區大成路段口國民路,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1923,3701,120.203884,22.975174,臺南市南區大成路段東側國民路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1924,3702,120.203884,22.975174,臺南市南區國民路段巷弄號口與大成路段巷弄口,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1925,3703,120.203884,22.975174,臺南市南區大成路段國民路口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1926,3704,120.203884,22.975174,臺南市南區國民路段大成路口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1927,3705,120.203884,22.975174,臺南市南區大成路段號國民路,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1928,3706,120.203884,22.975174,臺南市南區大成路段巷弄號口與國民路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1929,3707,120.203884,22.975174,臺南市南區大成路段巷弄號口與國民路段巷弄口,變換車道或方向不當,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1930,3708,120.203884,22.975174,臺南市南區國民路段號大成路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1931,3709,120.203884,22.975174,臺南市南區國民路段口大成路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1932,3710,120.203884,22.975174,臺南市南區大成路段口國民路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1933,3711,120.203884,22.975174,臺南市南區大成路1段國民路口巷弄號,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
1934,3712,120.203884,22.975174,臺南市南區國民路段口大成路,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1935,3715,120.203884,22.975174,臺南市南區大成路1段國民路口巷弄號,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1936,3716,120.203884,22.975174,臺南市南區國民路段附近大成路,不明原因肇事,50,交岔路,交叉路口,行車管制號誌,medium
1937,3717,120.203884,22.975174,臺南市南區大成路段國民路口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1938,3718,120.203884,22.975174,臺南市南區大成路1段巷弄號東側與國民路段巷弄口,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1939,3719,120.203884,22.975174,臺南市南區大成路段口國民路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1940,3720,120.203884,22.975174,臺南市南區國民路段號大成路1,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1941,3721,120.203884,22.975174,臺南市南區國民路段口大成路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1942,3722,120.203884,22.975174,臺南市南區國民路段巷弄號口與大成路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1943,3723,120.203884,22.975174,臺南市南區大成路段巷弄號東側與國民路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1944,3725,120.203884,22.975174,臺南市南區國民路段口大成路1,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
1945,3726,120.203884,22.975174,臺南市南區大成路段國民路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1946,3727,120.203884,22.975174,臺南市南區大成路段巷弄號口與國民路段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1947,3994,120.204079,22.996267,臺南市中西區民族路2段口忠義路2,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1948,3995,120.204079,22.996267,臺南市中西區民族路2段號忠義路2,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1949,3997,120.204079,22.996267,臺南市中西區忠義路2段號民族路2,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
1950,3998,120.204079,22.996267,臺南市中西區忠義路段南側民族路,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1951,3999,120.204079,22.996267,臺南市中西區民族路段巷弄號北側與忠義路段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1952,4000,120.204079,22.996267,臺南市中西區民族路2段忠義路口巷弄號,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1953,4001,120.204079,22.996267,臺南市中西區忠義路段號民族路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1954,4002,120.204079,22.996267,臺南市中西區忠義路段口民族路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1955,4003,120.204079,22.996267,臺南市中西區忠義路段民族路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1956,4004,120.204079,22.996267,臺南市中西區民族路段忠義路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1957,4005,120.204079,22.996267,臺南市中西區忠義路2段號民族路2,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1958,4008,120.204079,22.996267,臺南市中西區忠義路段北側民族路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1959,4010,120.204079,22.996267,臺南市中西區民族路段附近忠義路,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1960,4011,120.204079,22.996267,臺南市中西區民族路2段巷弄號口與忠義路2段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1961,4012,120.204079,22.996267,臺南市中西區民族路2段號忠義路2,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1962,4013,120.204079,22.996267,臺南市中西區忠義路段民族路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1963,4014,120.204079,22.996267,臺南市中西區民族路段號忠義路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1964,4019,120.204079,22.996267,臺南市中西區忠義路段巷弄號西側與民族路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1965,4020,120.204079,22.996267,臺南市中西區忠義路段號民族路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1966,4021,120.204079,22.996267,臺南市中西區民族路段巷弄號口與忠義路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1967,4024,120.204079,22.996267,臺南市中西區忠義路2段東側民族路2,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1968,4027,120.204079,22.996267,臺南市中西區忠義路段民族路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1969,4028,120.204079,22.996267,臺南市中西區民族路段口忠義路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1970,4029,120.204079,22.996267,臺南市中西區民族路段巷弄號西側與忠義路段巷弄口,變換車道或方向不當,50,交岔路,交叉路口,行車管制號誌,medium
1971,4031,120.204079,22.996267,臺南市中西區忠義路2段南側民族路2,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1972,4032,120.204079,22.996267,臺南市中西區民族路段號忠義路,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1973,4033,120.204079,22.996267,臺南市中西區民族路段巷弄號口與忠義路段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1974,5963,120.205744,22.99568,臺南市中西區民族路2段巷弄號附近與公園路段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1975,5964,120.205744,22.99568,臺南市中西區民族路2段巷弄號口與公園路段巷弄口,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1976,5965,120.205744,22.99568,臺南市中西區公園路段民族路口巷弄號,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1977,5967,120.205744,22.99568,臺南市中西區公園路段巷弄號口與民族路段巷弄口,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1978,5968,120.205744,22.99568,臺南市中西區民族路2段東側公園路,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1979,5970,120.205744,22.99568,臺南市中西區公園路段口民族路,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1980,5971,120.205744,22.99568,臺南市中西區民族路257段東側民族路2,未依規定行走行人穿越道、地下道、天橋而穿越道路,50,交岔路,交叉路口,無號誌,medium
1981,5972,120.205744,22.99568,臺南市中西區公園路段口民族路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1982,5973,120.205744,22.99568,臺南市中西區公園路段口民族路,起步未注意其他車(人)安全,50,交岔路,交叉路口,行車管制號誌,medium
1983,5975,120.205744,22.99568,臺南市中西區公園路段口民族路,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1984,5978,120.205744,22.99568,臺南市中西區公園路段巷弄號口與民族路段巷弄口,其他引起事故之違規或不當行為,50,交岔路,其他,行車管制號誌,medium
1985,5979,120.205744,22.99568,臺南市中西區民族路2段公園路口巷弄號,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1986,5980,120.205744,22.99568,臺南市中西區公園路段巷弄號附近與民族路2段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1987,5982,120.205744,22.99568,臺南市中西區民族路2段號公園路,左轉彎未依規定,40,交岔路,交叉路口,行車管制號誌,medium
1988,5984,120.205744,22.99568,臺南市中西區民族路段號公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1989,5985,120.205744,22.99568,臺南市中西區公園路段號民族路,起步未注意其他車(人)安全,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1990,5986,120.205744,22.99568,臺南市中西區民族路段巷弄號西側與公園路段巷弄口,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
1991,5987,120.205744,22.99568,臺南市中西區公園路段北側民族路,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1992,5988,120.205744,22.99568,臺南市中西區民族路段口公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1993,5989,120.205744,22.99568,臺南市中西區公園路段巷弄號東側與民族路段巷弄口,右轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1994,5990,120.205744,22.99568,臺南市中西區公園路段巷弄號口與民族路段巷弄口,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1995,5991,120.205744,22.99568,臺南市中西區公園路段巷弄號口與民族路段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1996,5992,120.205744,22.99568,臺南市中西區公園路段民族路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1997,5996,120.205744,22.99568,臺南市中西區公園路段南側民族路2,逆向行駛,50,交岔路,交叉路口,行車管制號誌,medium
1998,5999,120.205744,22.99568,臺南市中西區公園路段附近民族路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1999,6593,120.206931,22.99803,臺南市中西區成功路段西側公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2000,6595,120.206931,22.99803,臺南市中西區公園路段成功路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2001,6596,120.206931,22.99803,臺南市中西區成功路段公園路口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
2002,6597,120.206931,22.99803,臺南市中西區公園路段巷弄號附近與成功路段巷弄口,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2003,6599,120.206931,22.99803,臺南市中西區公園路段口成功路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2004,6600,120.206931,22.99803,臺南市中西區成功路段巷弄號口與公園路段巷弄口,其他引起事故之違規或不當行為,50,單路部分,路段,無號誌,medium
2005,6601,120.206931,22.99803,臺南市中西區成功路段西側公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2006,6602,120.206931,22.99803,臺南市中西區成功路段巷弄號口與公園路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2007,6606,120.206931,22.99803,臺南市中西區成功路段西側公園路,未注意車前狀態,40,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2008,6607,120.206931,22.99803,臺南市中西區成功路段號公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2009,6608,120.206931,22.99803,臺南市中西區成功路段巷弄號口與公園路段巷弄口,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
2010,6609,120.206931,22.99803,臺南市中西區公園路段巷弄號西側與成功路段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2011,6611,120.206931,22.99803,臺南市中西區成功路段號公園路,右轉彎未依規定,50,交岔路,其他,行車管制號誌,medium
2012,6612,120.206931,22.99803,臺南市中西區成功路段西側公園路,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2013,6613,120.206931,22.99803,臺南市中西區成功路段號公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2014,6621,120.206931,22.99803,臺南市中西區成功路段口公園路,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
2015,6626,120.206931,22.99803,臺南市中西區成功路段號公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2016,6630,120.206931,22.99803,臺南市中西區成功路段西側公園路,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
2017,6632,120.206931,22.99803,臺南市中西區成功路段公園路口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
2018,6637,120.206931,22.99803,臺南市中西區公園路段附近成功路,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
2019,6638,120.206931,22.99803,臺南市中西區公園路段南側成功路,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
