,Unnamed: 0,GPS經度,GPS緯度,發生縣市名稱,肇因研判子類別名稱-主要,速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,risk
1717,27314,120.226738,23.018261,臺南市永康區中華路段口大橋二街,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌,medium
1718,27319,120.226738,23.018261,臺南市永康區中華路段巷弄號口與大橋二街段巷弄口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1719,27322,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1720,27323,120.226738,23.018261,臺南市永康區中華路段口大橋二街,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1721,27326,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1722,27327,120.226738,23.018261,臺南市永康區中華路段附近大橋二街,未保持行車安全間隔,50,單路部分,路段,無號誌,medium
1723,27332,120.226738,23.018261,臺南市永康區中華路段號大橋二街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1724,27335,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,酒醉(後)駕駛失控,50,交岔路,交叉路口,行車管制號誌,medium
1725,27338,120.226738,23.018261,臺南市永康區中華路段號大橋二街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1726,27339,120.226738,23.018261,臺南市永康區中華路段巷弄號口與大橋二街段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1727,27341,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1728,27342,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1729,27343,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1730,27345,120.226738,23.018261,臺南市永康區段口巷弄號中華路與大橋二街,未靠右行駛,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1731,27347,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1732,27353,120.226738,23.018261,臺南市永康區段中華路與大橋二街口,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1733,27356,120.226738,23.018261,臺南市永康區中華路段口大橋二街,其他裝載不當肇事,50,交岔路,交叉路口,行車管制號誌,medium
1734,27359,120.226738,23.018261,臺南市永康區中華路段北側大橋二街,起步未注意其他車(人)安全,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1735,27362,120.226738,23.018261,臺南市永康區中華路段巷弄號口與大橋二街段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1736,27363,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1737,27364,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1738,27365,120.226738,23.018261,臺南市永康區中華路段號大橋二街,未注意車前狀態,50,交岔路,其他,行車管制號誌(附設行人專用號誌),medium
1739,27366,120.226738,23.018261,臺南市永康區中華路段口大橋二街,起步未注意其他車(人)安全,50,交岔路,交叉路口,行車管制號誌,medium
1740,27372,120.226738,23.018261,臺南市永康區中華路段號大橋二街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1741,27377,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1742,27378,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,不明原因肇事,40,交岔路,交叉路口,行車管制號誌,medium
1743,27382,120.226738,23.018261,臺南市永康區中華路段巷弄號口與大橋二街段巷弄口,違反號誌管制或指揮,50,交岔路,交叉路口,行車管制號誌,medium
1744,27384,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未保持行車安全距離,50,交岔路,交叉路口,行車管制號誌,medium
1745,27386,120.226738,23.018261,臺南市永康區中華路段口大橋二街,左轉彎未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1746,27387,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1747,27388,120.226738,23.018261,臺南市永康區中華路段巷弄號口與大橋二街段巷弄口,其他引起事故之違規或不當行為,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),medium
1748,27391,120.226738,23.018261,臺南市永康區中華路段巷弄號口與大橋二街段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1749,27392,120.226738,23.018261,臺南市永康區中華路段大橋二街口巷弄號,違反特定標誌(線)禁制,50,交岔路,交叉路口,行車管制號誌,medium
1750,27395,120.226738,23.018261,臺南市永康區中華路段巷弄號附近與大橋二街段巷弄口,未依規定讓車,50,交岔路,交叉路口,行車管制號誌,medium
1751,27397,120.226738,23.018261,臺南市永康區中華路段口大橋二街,迴轉未依規定,50,交岔路,交叉路口,行車管制號誌,medium
1752,27399,120.226738,23.018261,臺南市永康區中華路段口大橋二街,未注意車前狀態,50,交岔路,交叉路口,行車管制號誌,medium
1753,32152,120.23102,23.010968,臺南市永康區六合路85段口六合路,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1754,32153,120.23102,23.010968,臺南市永康區六合路段南側六合里六合路85,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1755,32154,120.23102,23.010968,臺南市永康區六合路段口六合路68,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1756,32156,120.23102,23.010968,臺南市永康區六合路段號六合路48,右轉彎未依規定,50,交岔路,交叉路口,無號誌,medium
1757,32158,120.23102,23.010968,臺南市永康區六合路段南側六合里六合路85,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1758,32160,120.23102,23.010968,臺南市永康區中華路段巷弄號口與六合路段68巷弄口,違規超車,50,交岔路,交叉路口,行車管制號誌,medium
1759,32161,120.23102,23.010968,臺南市永康區六合路段口六合路68,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1760,32162,120.23102,23.010968,臺南市永康區六合路68段西側六合路71,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1761,32164,120.23102,23.010968,臺南市永康區六合路段口六合路48,未注意車前狀態,30,交岔路,交叉路口,無號誌,medium
1762,32166,120.23102,23.010968,臺南市永康區六合里六合路段南側六合里六合路85,未依規定讓車,40,交岔路,交叉路口,閃光號誌,medium
1763,32169,120.23102,23.010968,臺南市永康區六合路段口六合路85,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1764,32170,120.23102,23.010968,臺南市永康區六合路段口六合路68,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1765,32171,120.23102,23.010968,臺南市永康區六合路段南側六合里六合路85,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1766,32174,120.23102,23.010968,臺南市永康區六合路段號六合路68,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1767,32177,120.23102,23.010968,臺南市永康區六合路段口六合路71,未依規定使用燈光,30,交岔路,交叉路口,閃光號誌,medium
1768,32178,120.23102,23.010968,臺南市永康區六合路段口六合路47,未依規定讓車,30,交岔路,交叉路口,無號誌,medium
1769,32179,120.23102,23.010968,臺南市永康區六合路68段北側六合路,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1770,32180,120.23102,23.010968,臺南市永康區六合路段號六合路68,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
1771,32181,120.23102,23.010968,臺南市永康區中華路段六合路口505巷弄號,未依規定讓車,30,交岔路,交叉路口,行車管制號誌,medium
1772,32182,120.23102,23.010968,臺南市永康區六合路段口六合路71,未依規定讓車,30,交岔路,交叉路口,閃光號誌,medium
